ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Crediting Period Start Date,Crediting Period End Date
1560,Tejuva-Chandgarh Wind Project,CLP Wind Farms (India) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,261891,Asia,29-03-2015,28-03-2025
1400,Concosta REDD+ Project,Concosta Community Council,Agriculture Forestry and Other Land Use,REDD,VM0006,Verification approval requested,Colombia,333978,Latin America,18-07-2013,17-07-2043
1391,SIVIRÚ-USARAGÁ-PIZARRO-PILIZÁ (SUPP) REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Verification approval requested,Colombia,312078,Latin America,26-10-2013,25-10-2043
1389,Acapa -­ Bajo Mira Y Frontera REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,404786,Latin America,13-11-2013,12-11-2043
66,Karakurt 10.8 MW Wind Farm,Deniz Elektrik Uretim Ltd. Sti.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,24381,Middle East,28-05-2021,27-05-2028
1209,Wind Power Project at Bhachau by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,22398,,,
64,Gomes de Mattos Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,47997,Latin America,01-05-2016,30-04-2026
166,Dachunhe Sanji 6MW Hydropower Project in Yunnan Province,"Yunnan New View Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,22668,Asia,,
324,"Bundled wind power project by KMSPL, Bangalore",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,83350,Asia,01-04-2016,31-03-2026
1392,Cajambre REDD+ Project,Consejo Comunitario de Cajambre,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,297488,Latin America,14-11-2013,13-11-2043
1399,Mutatá REDD+ Project,Cabildo Mayor Indígena de Mutatá,Agriculture Forestry and Other Land Use,REDD,VM0006,Verification approval requested,Colombia,156476,Latin America,26-06-2013,25-06-2043
943,Rio Negro Ceramic  Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,11256,Latin America,01-03-2019,28-02-2029
983,African Improved Cooking Stoves Grouped Project,Vitol SA,Energy demand,,AMS-II.G.,Registered,Ghana,47004,Africa,,
1559,49.5 MW Wind Power Project by Master Wind Energy Limited in Pakistan,M/s. Master Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Pakistan,105255,Asia,14-10-2016,13-10-2026
84,BEIJING 48 MW GUANTING WIND POWER PROJECT,Beijing Jingeng Energy Technology Investment Compa,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,100720,Asia,18-01-2018,17-01-2028
868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Bosques Amazónicos,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,2086089,Latin America,01-01-2010,31-12-2040
1557,Arenal Etapa I-II Hydroelectric Project,Energias Limpias del Yaguala S.A. de C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Honduras,150881,Latin America,28-02-2019,27-02-2029
1558,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Guatemala,51827,Latin America,09-11-2013,08-11-2043
844,Madre de Dios Amazon REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,659793,Latin America,01-01-2009,31-12-2046
928,Yunnan Mangli Hydropower Project,Datang Mangli Hydropower Development Company Limit,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,51887,Asia,,
36,China Xiaogushan Hydropower Project,"Xiaogushan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,39947,Asia,,
1554,La Mina Hydropower Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,97535,Latin America,21-02-2018,20-02-2028
1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar","Govt. of Madagascar, Direction Generale des Forets",Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Madagascar,220965,Africa,01-11-2007,31-10-2037
1419,Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,20357,Asia,24-09-2021,23-09-2031
1300,Papart Large Scale Run-of-River Hydro Powerplant Project,Elite Elektrik Üretim ve Makine San. Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,39543,Middle East,02-03-2022,01-03-2032
1553,Santa Vitória Cogeneration Project,ERB MG Energias S/A,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,Brazil,27577,Latin America,01-08-2015,31-07-2025
1552,"Bundled run-of-river mini hydro power projects at Sungai Sia and Sungai Benus, Pahang, Malaysia",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Malaysia,35185,Asia,04-08-2017,03-08-2027
1228,El Panul,Ecosecurities Group Limited,Waste handling and disposal,,ACM0001,Late to verify,Chile,10000,Latin America,,
1265,CFL lighting scheme Bachat Lamp Yojana in Thiruvananthapuram,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,35000,Asia,,
1266,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PATHANAMTHITTA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,25000,Asia,,
1267,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOTTAYAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,25000,Asia,,
1268,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOTTARAKKARA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,25000,Asia,16-03-2020,15-03-2030
1269,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOLLAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,30000,Asia,,
1270,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PALAKKAD,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,30000,Asia,,
1271,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN SHORNUR,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,22000,Asia,,
1272,CFL Lighting Scheme Bachat Lamp Yojana in Tirur,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,27903,Asia,,
1273,CFL lighting scheme Bachat Lamp Yojana in Manjeri,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,35000,Asia,,
1274,CFL lighting scheme Bachat Lamp Yojana in Kannur,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,39830,Asia,,
1276,CFL Lighting Scheme Bachat Lamp Yojana in Vadakara,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,24134,Asia,,
1277,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KASARGOD AND SREEKANDPURAM,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,41046,Asia,,
1278,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN THRISSUR,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,33577,Asia,,
1279,CFL Lighting Scheme Bachat Lamp Yojana in Ernakulam,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,22547,Asia,,
1280,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN IRINJALAKKUDA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,28901,Asia,,
1281,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PALA & THODUPUZHA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,36118,Asia,,
1282,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN ALLAPPUZHA,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,42228,Asia,,
1283,CFL Lighting Scheme Bachat Lamp Yojana in Perumbavoor,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,39003,Asia,,
1309,Clean Energy Project in India,Evergreen Ecotech Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,50120,Asia,30-04-2022,29-04-2032
914,Golova and Sevindik HPPs of Subehri Hydropower Project,YPM Elektrik Uretim A.p,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,23,Middle East,,
510,4 MW Kirloskar Wind Farms in Maharashtra,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,6851,Asia,,
1551,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24213,Asia,,
1275,CFL lighting scheme Bachat Lamp Yojana in Kozhikode,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,31892,Asia,,
757,Enercon Wind Farms in Karnataka Bundled Project  73.60 MW,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,159244,Asia,,
1256,CFL lighting Scheme Thiruvananthapuram Urban,Energy Management Centre - Kerala,Energy demand,,AMS-II.J.,Under development,India,34597,Asia,,
986,"Kumköy Hydroelectric Power Plant, Samsun",ENTEK ELEKTRIK URETIMI ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,49037,Middle East,,
489,44 MW Bundled Wind Power Project in Maharashtra managed by Enercon India Limited.,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,75368,Asia,01-04-2016,31-03-2026
1550,Uberlandia landfills I and II,Multiple Proponents,Waste handling and disposal,,ACM0001,Registered,Brazil,40093,Latin America,01-03-2019,28-02-2026
1340,Bale Mountains Eco-region REDD+ project,Oromia Forest and Wildlife Enterprise,Agriculture Forestry and Other Land Use,REDD,VM0015,Verification approval requested,Ethiopia,1288821,Africa,01-01-2012,31-12-2031
1549,AAC Block Project By Aerocon Buildwell Pvt. Ltd. (EKIESL- June 2016-02),Aerocon Buildwell Pvt Ltd,Manufacturing industries,,AMS-III.Z,Registered,India,31332,Asia,,
1019,Niksar Hydroelectric Power Plant,?çta? Yenilenebilir Enerji Üretim ve Ticaret A.?,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,99337,Middle East,,
1133,Yacumama Forest Carbon Project,Lawrence Bishop,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,72982,Latin America,01-01-2012,31-12-2041
1372,Saf I Hepp,SAF ENERJ? ELEKTR?K ÜRET?M SAN.VE T?C. A.?.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,24627,Middle East,,
1548,"Energy Efficiency Project by Aquila Technologies, Inc","Aquila Technologies, Inc",Energy demand,,AMS-II.E.,Registration requested,United States,9672,North America,01-06-2018,31-05-2028
1547,5MW Biomass Based Cogeneration Project at Sainsons,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,28442,Asia,01-01-2017,31-12-2026
1094,Ecomapua Amazon REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,72338,Latin America,01-01-2003,31-12-2032
380,MRF wind power project in Tamilnadu managed by Enercon India Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,28156,Asia,,
706,51 MW Wind Power Project at Chitradurga,M/s. NSL Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,127993,Asia,06-06-2018,05-06-2028
472,"The Wulabo 30 MW Wind-Farm Project in Urumqi, Xinjiang of China",The CECIC Wind Power (Xinjiang) Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,83468,Asia,28-06-2021,27-06-2028
1315,Biomass based cogeneration plant at Godrej Agrovet Ltd. Chintampalli,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,86509,Asia,,
1546,Usak Wind Power Plant,Aydem Yenilenebilir Enerji A.?.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,105509,Asia,,
1545,One True Measure (Pty) Ltd Solar PV Grouped Project in South Africa,One True Measure (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-II.F.,Under validation,South Africa,1220,Africa,,
1544,Protection of high conservation value forests by Terneyles Group,JSC Terneyles,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Russian Federation,198125,Asia,14-08-2013,13-08-2043
1543,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,Agroempresa Forestal S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Uruguay,11499,Latin America,30-05-2012,29-05-2072
1542,Yunnan Kunming Liangqu Improved Forest Management Project,"Kunming Yuming Investment Development Co., Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,54734,Asia,01-04-2011,31-03-2031
1541,Lacandon – Forest for life REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Guatemala,238875,Latin America,01-02-2012,31-01-2042
1539,Gangakhed Sugar & Energy Private Ltd (GSEPL) 30 MW Bagasse Based Co-generation Power Project,Gangakhed Sugar & Energy Private Limited (GSEPL),Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,64480,Asia,,
1349,Peralta I Wind Power Project,Palmatir S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Uruguay,91705,Latin America,,
1142,Ticket Log Fleet Fuel Substitution,Ticket Soluções HDFGT S.A,Transport,,VM0019,Registered,Brazil,456,Latin America,,
1065,HYDROELECTRIC PROJECT ITUANGO,Empresas Publicas de Medellin EPM ESP,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Colombia,4383088,Latin America,01-01-2018,31-12-2027
1240,Joburg Landfill Gas to Energy Project,Energy Joburg RF (PTY) Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,South Africa,637423,Africa,27-05-2021,26-05-2031
935,"Saving the Planet, one stew at a time",TAKE BACK THE FUTURE CC,Energy industries (renewable/non-renewable sources),,AMS-II.C.,Registered,South Africa,56870,Africa,,
695,"BRT REA VAYA PHASE 1A AND 1B, SOUTH AFRICA",City of Johannesburg: Transportation Department,Transport,,AM0031,Registered,South Africa,39829,Africa,01-01-2022,31-12-2031
1538,ECO2 Rubber Forests Guatemala,"Negocios Energeticos De Occidente, S.A.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Guatemala,28033,Latin America,31-05-2011,30-05-2067
1537,"6.25 MW grid-connected Sattegala Mini Hydel Scheme at SLS Power Industries Ltd., in Chamarajanagar District, Karnataka - CER Conversion",Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,India,12884,Asia,,
141,Babilonia Hydroelectric Project,ENERGISA S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Honduras,7390,Latin America,,
1384,Reduced Emissions from Avoided Deforestation in the Multiple Use Zone of the Maya Biosphere Reserve in Guatemala (GuateCarbon),Consejo Nacional de Áreas Protegidas (CONAP),Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Guatemala,1385971,Latin America,30-01-2012,29-01-2042
1536,Grid Connected Solar Power Project at Rajasthan by Roha Dychem Private Limited,Roha Dyechem Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,41082,Asia,30-09-2015,29-09-2025
1308,Parque Eolico Maldonado,"R del Sur, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,109818,Latin America,,
1326,Laguna Seca Forest Carbon Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Belize,255935,Latin America,01-01-2011,31-12-2040
1535,Biomass/Biogas based heat and power generation at Everest Starch,Everest Starch India Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,26457,Asia,,
1393,Anaerobic digestion and heat generation at Sugar Corporation of Uganda Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Uganda,15229,Africa,,
174,Shilong Small-Scale Hydro Power Project,"GUONENG SPDDR NEWENERGY&INVESTMENT CO.,LTD",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Crediting Period Renewal Request Denied,China,43824,Asia,,
175,Siliping Small-Scale Hydro Power Project,"GUONENG SPDDR NEWENERGY&INVESTMENT CO.,LTD",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Crediting Period Renewal Request Denied,China,17144,Asia,,
1534,Wind Based Power Generation by Rajasthan Gum Pvt ltd (EKIESL-VCS-March- 16-01),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,67925,Asia,,
1337,AAC blocks manufacturing unit based on an energy efficient brick/block manufacturing technology by Biltech Building Elements (surat),Biltech Building Elemnts Limited,Manufacturing industries,,AMS-III.Z,Registered,India,23054,Asia,,
1533,Grouped Dairy Manure Separation Projects; Phase I,Green Dream Farm,Waste handling and disposal,,AMS-III.Y,Registered,United States,1109,North America,,
1152,Arca Hydro Electricity Power Plant,GURSU TEMIZ ENERJI URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,31405,Middle East,06-04-2022,05-04-2032
1532,COMACO Landscape Management Project,Community Markets for Conservation (COMACO),Agriculture Forestry and Other Land Use,REDD,VM0015; VM0017,Registered,Zambia,122047,Africa,01-07-2012,30-06-2032
940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Multiple Proponents,Energy demand,,AMS-II.C.,Registered,Singapore,2397,Asia,,
1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Multiple Proponents,Energy demand,,AMS-II.C.,Registered,Singapore,2169,Asia,,
1348,Las Pizarras Project,Empresa Electrica Rio Doble,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Peru,68132,Latin America,,
783,Bangkok Kamphaeng Saen East: Landfill Gas to Electricity Project,"Bangkok Green Power Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Withdrawn,Thailand,273086,Asia,,
1530,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Colombia,39506,Latin America,01-08-2011,31-07-2041
93,86 MW Hydro Project in Himachal Pradesh,Malana Power Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,251283,Asia,05-07-2001,04-07-2031
1529,Inner Mongolia Chao’er Improved Forest Management Project,Chaoer Forest Bureau of Inner Mongolia Autonomous Region,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,90035,Asia,01-01-2010,31-12-2029
1026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,Essel Mining & Industries Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,India,8706,Asia,,
1377,Lock Haven Improved Forest Management Project,Lock Haven City Authority,Agriculture Forestry and Other Land Use,IFM,VM0003,Verification approval requested,United States,6384,North America,10-10-2013,09-10-2113
1527,Wolf Creek Landfill - CER Conversion,Credits transferred from approved GHG program,Waste handling and disposal,,ACM0011,Units Transferred from Approved GHG Program,United States,109562,,,
1528,Granger South Jordan Landfill Gas Destruction Project - CER Conversion,Credits transferred from approved GHG program,Waste handling and disposal,,ACM0011,Units Transferred from Approved GHG Program,United States,45730,,,
1141,Fresh Breeze Afforestation Project,Proteak UNO S.A.B. de C.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Mexico,171808,Latin America,01-07-2009,30-06-2059
1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,Palace Solar Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23072,Asia,,
1115,JARI/AMAPÁ REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,115009,Latin America,14-02-2011,13-02-2041
1350,New Ulsan 950MW LNG power generation project,"Korea East-West Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AM0029,Under validation,South Korea,1141743,Asia,,
1525,Wind power project at Jaibhim by SIIL,Serum Institute of India Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,52898,Asia,,
1526,Wind energy project in different locations of India,Evergreen Ecotech Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,258767,Asia,,
594,"TIST Program in Kenya, VCS 001",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Kenya,14701,Africa,01-01-2004,31-12-2033
596,"TIST Program in Kenya, VCS 003",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Kenya,14482,Africa,01-01-2004,31-12-2033
595,"TIST Program in Kenya, VCS 002",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,13663,Africa,01-01-2004,31-12-2033
597,"TIST Program in Kenya, VCS 004",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,13790,Africa,01-01-2004,31-12-2033
996,"TIST Program in Kenya, VCS 009",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Verification approval requested,Kenya,88163,Africa,01-01-2004,31-12-2033
1524,AXIA Energia Cogeneration Project in Familia,AXIA Energia,Manufacturing industries,,AMS-II.D.,Under development,Colombia,7901,Latin America,01-05-2016,30-04-2026
1523,"Wind Based Power Generation by Panama Wind Energy Godawari Private Limited, Pune in the State of Maharashtra, India",Panama Wind Energy Godawari Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,136936,Asia,,
1521,Wind Based Power Generation by Mytrah Energy (India) Limited (EKIESL-VCS-January-16-01),JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,479448,Asia,,
1522,Soubre Hydropower Project,CI-ENERGIES,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Cote D'Ivoire,607720,Africa,25-05-2017,24-05-2027
173,Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL),Jaiprakash Power Ventures Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,1468106,Asia,,
910,"Wind energy project in Samana, Gujarat and Saundatti, Karnataka",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,105736,Asia,23-06-2020,22-06-2030
1520,"Wind Project in Maharashtra, India by Kayathar and Jath",M/s NSL Wind Power Company (Kayathar) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,118598,Asia,,
1324,Lighting up Africa,Standard Bank Plc,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,38883,Africa,,
999,Protection of the Amazon Rain Forest II,Redd Services,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Bolivia,54370,Latin America,01-08-2012,31-07-2042
1000,Conversion to Proteccion of the Amazon Rain Forest,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Bolivia,9900,Latin America,01-04-2008,31-03-2038
618,"Conversion of SF6 To An Alternative Cover Gas In Magnesium Production In Eaton Rapids, MI and Strathroy, ON",Magnesium Products of America (also denoted as Meridian Magnesium Products of America or MPA),Manufacturing industries,,AM0065,Registered,United States,196000,North America,,
82,Wastewater Treatment with Biogas Production (UASB) and Heat Utilization at General Starch Co Ltd.,Papop Renewable Company Limited,Waste handling and disposal,,ACM0014,Registered,Thailand,39411,Asia,01-01-2020,31-12-2026
430,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),"Chol Charoen Co., Ltd.",Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,37292,,,
411,Chorchaiwat Wastewater Treatment and Biogas Utilization Project,"Chorchaiwat Industry Co., Ltd.",Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Thailand,26662,Asia,15-06-2017,14-06-2027
144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Indonesia,104620,Asia,,
1519,"Satara Wind Power Project in Maharashtra, India",NSL Wind Power Company (Satara) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,51335,Asia,,
1518,"7.5 MW wind power project by Dhanji Developers at Nashik, Maharashtra, India",Zaveri & Company Gujarat LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,12120,Asia,,
1238,AAC Blocks project by Mohit Industries Limited,Big Bloc Construction Limited,Manufacturing industries,,AMS-III.Z,Registered,India,39949,Asia,,
1325,Mjumita Community Forest Project (Lindi),Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Tanzania,46263,Africa,21-04-2012,20-04-2042
1289,Talas de Maciel II Wind Farm,Cadonal S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Uruguay,121834,Latin America,08-01-2015,07-01-2025
1216,"Distribution of ONIL Stoves – Mexico, San Felipe Usila 1",C-Quest Capital,Energy demand,,AMS-II.G.,On Hold - see notification letter,Mexico,40000,,,
1385,Yaprak Weir and HEPP,AKKOY ENERJI A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,12060,Middle East,,
1510,Ciudad Juarez Landfill Gas to Energy Project. - CER Conversion,Credits transferred from approved GHG program,Waste handling and disposal,,ACM0001; ACM0002,Units Transferred from Approved GHG Program,Mexico,123208,Latin America,,
1512,Sasol Nitrous Oxide Abatement Project - CER Conversion,Credits transferred from approved GHG program,Chemical industry,,AM0028; AM0034,Units Transferred from Approved GHG Program,South Africa,960332,Africa,,
1513,Eurus Wind Farm - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Mexico,599571,Latin America,,
1514,EnviroServ Chloorkop Landfill Gas Recovery Project - CER Conversion,Credits transferred from approved GHG program,Waste handling and disposal,,ACM0011,Units Transferred from Approved GHG Program,South Africa,188390,Africa,,
1515,Omnia Fertilizer Limited Nitrous Oxide (N2O) Reduction Project - CER Conversion,Credits transferred from approved GHG program,Chemical industry,,AM0028,Units Transferred from Approved GHG Program,South Africa,473338,Africa,,
1516,"AWMS GHG Mitigation Project MX05-B-05, Jalisco, Mexico - CER Conversion",Credits transferred from approved GHG program,Waste handling and disposal,,AM0016,Units Transferred from Approved GHG Program,Mexico,83010,Latin America,,
1517,"AWMS GHG Mitigation Project, MX06-B-18, Sinaloa, Mexico - CER Conversion",Credits transferred from approved GHG program,Waste handling and disposal,,AM0016,Units Transferred from Approved GHG Program,Mexico,26499,Latin America,,
1303,Biomass based Renewable Energy Generation at Karnal,Modern Dairies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Verification approval requested,India,47043,Asia,,
