ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Crediting Period Start Date,Crediting Period End Date
2292,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,589187,Asia,,
2290,BLUE CARBON PROJECT GULF OF MORROSQUILLO “VIDA MANGLAR”,Conservation International Foundation,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Colombia,31310,Latin America,15-05-2015,14-05-2045
2278,The Jaguar Amazon REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Verification approval requested,Peru,3751851,Latin America,01-01-2018,31-12-2057
1344,Murat HEPP,Murat HEPP Energy Electricity Generation and Trade,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,97754,Asia,,
1345,Boyabat Hydroelectric Power Plant,Boyabat Elektrik Uretim Ve Ticaret AS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,580882,Middle East,,
1358,Erdemir Sub-project # 6:Continuous Annealing Line (CAL) Waste Heat Recovery Boiler (WHRB),Eregli Demir ve Celik Fabrikalari T.A.S.,Manufacturing industries,,AMS-III.Q,Registered,Turkey,2625,Middle East,,
529,Jilin Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,59533,Asia,,
531,"1 MW Jiwa Small Hydel Project in Kullu, Himachal Pradesh",Chevron Hydel (Pvt.) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,India,4484,Asia,,
532,4.85 MW wind power project in Maharashtra and Tamilnadu,Gensol Consultants Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10427,,,
533,Feke I 29.4 MW Hydroelectric Power Plant,Akenerji Elektrik Uretim A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Turkey,63999,,,
1335,Bundled Biomass Project in India,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,93158,Asia,25-06-2022,24-06-2032
1339,Renencom Afforestation/Reforestation Grouped Project,Renencom,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Late to verify,South Africa,66,Africa,22-12-2010,21-12-2030
1341,8.40MW Bundled Wind Power Project in Rajasthan by Friends Salt Works & Allied Ind. & Gautam Freight Pvt. Ltd.,Friends Salt Works & Allied Ind. & Gautam Freight,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,14492,Asia,,
1320,Sichuan Baoxing Dongfeng Hydropower Project,"Sichuan Ya an Qingyuan Hydro energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under development,China,113406,Asia,,
1323,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-2,Cera Sanitaryware Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,5841,Asia,,
1330,Midilli Hydroelectric Power Plant,Masat Enerji Elektrik Uretim ve Tic. Ltd. Sti.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,63761,Middle East,27-12-2022,26-12-2032
1260,Zé Tunin Small Hydropower Plant Project,Pequena Central Hidrelétrica Zé Tunin S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Brazil,18479,Latin America,,
1284,Kandil Dam and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,260055,Middle East,,
1290,Biomass Based Power Project by Bahl Paper Mills Ltd at Kashipur,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,71187,Asia,,
1295,Biomass Based Steam Generation Plant,CHANAKYA DAIRY PRODUCTS LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,27422,Asia,10-04-2022,09-04-2032
1298,Biomass Based Steam Generation Project by Industrial Progressive India Limited,Industrial Progressive India Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,33700,Asia,17-07-2022,16-07-2032
1302,Thermal Energy Generation Using Biomass by Kwality Dairy (India) Limited (KDIL),Kwality Limited (formerly known as Kwality Dairy (,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,27995,Asia,16-10-2020,15-10-2030
1304,Guohua Rongcheng Phase III Wind Farm Project,"Guohua Resourceful (Rongcheng) Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89823,Asia,17-10-2020,16-10-2030
1305,CIty and County of Honolulu Solid Waste to Energy Facility - 3RD Boiler Expansion,"City of Honolulu, Department of Environmental Serv",Energy industries (renewable/non-renewable sources),,ACM0022; Methodology Under Development,Under validation,United States,25620,North America,,
1306,Weatherization Of Single Family and Multi-Family Homes in Virginia,Local Energy Alliance Partnership (LEAP),Energy distribution,,VM0008,Late to verify,United States,869,North America,,
1307,Biomass Based Steam Generation Plant Farmgate Agro Milch,FARMGATE AGRO MILCH PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,38960,Asia,,
1312,Inner Mongolia Tongliao Wind Farm Project Phase III,"Guohua (Tongliao) Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,127184,Asia,,
1313,Inner Mongolia Tongliao Wind Farm Project Phase IV,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,121480,Asia,,
1316,Biomass based renewable energy generation at Godrej Agrovet Ltd. Kanumolu,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,12577,Asia,,
542,Electricity generation from bundled wind energy project activity aggregated by Resurge Energy Private Limited - VII,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,31220,Asia,15-05-2018,14-05-2028
538,14.1 MW grid connected wind energy project in Tamilnadu by ITC Limited,ITC Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,36182,Asia,,
539,Liaoning Kangping Furaoshan Wind Power Project,"Shenyang Longyuan Hero Asia Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111719,Asia,,
540,CGN Inner Mongolia Huitengliang Phase I Wind Farm Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,133871,Asia,,
551,SSL Wind Power Project,Suma Shilp Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,22675,Asia,,
552,Banna Liusha River Fifth Level Power Plant Project,"Xishuangbanna Silver Sand Electric Power Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,39734,Asia,01-01-2022,31-12-2028
553,Sebenoba 30 MW Wind Farm,DENIZ Elektrik Uretim Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,60000,Middle East,,
554,"AZMAK 24.3 Hydro Power Project, Turkey",OZGUR ELEKTRIK URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,55000,Middle East,24-12-2019,23-12-2029
555,"Emission free electricity generation at Harihar, Karnataka",MSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,11569,Asia,,
556,Xilinguole Huitengliang Wind Power Project Guotai Phase I,"Xilinguole Guotai Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,128227,Asia,,
544,Gansu Guazhou Daliangxi Wind Power Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115144,Asia,,
545,Generation of Electricity in Gujarat from Bundled Wind Energy Project Activity – Bundle 6,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,19785,Asia,,
546,Jilin Da'an Dagangzi Wind Power Project Phase III,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,87176,Asia,,
547,Generation of electricity from Bundled 25 MW wind energy project aggregated by Resurge Energy Private Limited.,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,39690,Asia,,
548,Jilin Da'an Dagangzi Wind Power Project Phase II,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,94250,Asia,,
549,Biomass based 6 MW grid connected renewable electricity generation at West bengal by Kamarhatty Power Limited,KAMARHATTY POWER LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,33339,Asia,,
561,Ecofren Power 8 MW Renewable Sources Biomass Power Project,Ecofren Power & Projects Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,21488,Asia,,
563,Biomass based steam generation project by Sterling Agro Industries Ltd.,Sterling Agro Industries Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,9500,Asia,,
567,"N2O abatement in MP Nitric Acid plants at Rashtriya Chemicals & Fertilizers Limited, India",Rashtriya Chemicals and Fertilizers (RCF),Chemical industry,,AM0034,Late to verify,India,901968,Asia,,
570,Guangdong Chaonan Chengtian Wind Power project,"China Resources Wind Power (Shantouchaonan) Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89704,Asia,,
571,e7 Galapagos / San Cristobal Wind Power Project,EOLICSA (Eolica San Cristobal S.A.),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Ecuador,2850,,,
572,Dalian Maoyingzi Landfill Gas Recovery for Power Generation Project,"Dalian PhasCon Technologies Co., Ltd.",Waste handling and disposal,,ACM0001,Late to verify,China,241053,Asia,,
574,Guangdong Chaonan Shalong Wind Power Project,"China Resources Wind Power (Shantou Chaonan) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,91856,Asia,,
575,"Catalytic Reduction of N2O inside the Ammonia Burners of the Nitric Acid Plant in Caojing, Shanghai","Shanghai BASF Polyurethane Co., Ltd.",Chemical industry,,AM0034,Late to verify,China,492900,Asia,28-11-2019,27-11-2029
579,"Biomass based power project at T-Kallupatti village, Madurai District, Tamil Nadu, India",Auro Mira Bio Energy Madurai Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,26679,Asia,,
581,"Grid Connected bundled wind power project in Rajasthan, Andhra Pradesh and Tamil Nadu",Texonic Instruments,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,12101,Asia,10-04-2019,09-04-2029
582,Yaylabel 5.2 MW Hydro Power Plant,Elestas Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,11095,Middle East,,
583,Yazi 1.13 MW HEPP,Elestas Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,2825,Middle East,,
584,2.5 MW Rice husk based cogeneration plant at Hanuman Agro Industries Limited,Hanuman Agro Industries Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,32563,Asia,,
585,JAROENSOMPONG CORPORATION RACHATHEWA LANDFILL GAS TO ENERGY,"JAROENSOMPONG CO., LTD.",Waste handling and disposal,,ACM0001,Registered,Thailand,47185,Asia,,
587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Peter Downie,Agriculture Forestry and Other Land Use,REDD,VM0010,Registered,Australia,73856,Oceania,,
588,Yantai Dongyuan Laizhou 48.5 MW Wind Farm Project Phase I,"Yantai Dongyuan Group Laizhou Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,94845,Asia,01-01-2022,31-12-2028
591,"10MW Biomass Power Generation Project - Tokyo Cement, Trincomalee",Tokyo Cement Company (Lanka) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Sri Lanka,43800,Africa,,
593,Wind Power Project by Priyadarshini Polysacks Ltd. in Maharashtra,M/s Priyadarshini Polysacks Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,3497,Asia,,
600,Yeong Yang 61.5 MW Wind Farm Project,Yeong Yang Wind Power Corporation,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Korea,112812,,,
601,"2.50 MW Wind Project at Kappadagudda, Gadag District, Karnataka",R.PRAVEEN CHANDRA,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,5244,Asia,,
605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0010,Registered,Australia,4956,Oceania,13-03-2009,12-03-2034
606,"Methane capture and destruction on Las Heras landfill project in Mendoza, Argentina",Bionersis S.A.,Waste handling and disposal,,,Registered,Argentina,30599,,,
608,Grid -connected electricity generation from 23.75MW  wind energy by GACL in Gujarat in,Gujarat Alkalies and Chemicals Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,44143,Asia,,
609,Fuhui Inner Mongolia Tugurige Wind Farm Project,"Bayannaoer Wulatezhongqi Fuhui Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,126319,Asia,,
611,"12.5 MW wind power project in Maharashtra, India by KRBL Limited",KRBL LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,33093,Asia,,
615,8.5 MW Bundled wind power project in India,Gensol Consultants Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,15697,Asia,,
616,Shenyang Laohuchong LFG Power Generation Project,Shenyang Laohuchong Municipal Solid Waste Manageme,Waste handling and disposal,,ACM0001; ACM0002,Registered,China,136570,Asia,,
617,"Electricity generation through wind power project at Jodhpur, Rajasthan",M/s Paranjape Autocast Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,5808,Asia,,
625,21.05 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,31434,Asia,01-06-2016,31-05-2026
626,"24.75 MW Ranganathaswamy Mini Hydel Project, Karnataka, India",Pioneer Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,62264,,,
627,Heilongjiang Wangkui 50MW Level Biomass Cogeneration Project,"National Bio Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,192741,Asia,,
622,"Bundled Wind Power Project in Tirunelveli, Tamil Nadu",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,34415,Asia,12-12-2021,11-12-2028
633,"Bundled wind power project in Tamil Nadu, India",TCS Textiles Pvt LTD,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,38753,,,
634,Bos Dairy Farm Project,Bos Dairy Farm Project,"Livestock, enteric fermentation, and manure management",,AMS-III.Y,Registered,United States,8200,North America,,
636,8MW biomass based power plant at Phagwara,JCT Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,29393,Asia,,
639,15 MW Grid Connected renewable energy generation by RSMML,Rajasthan State Mines & Minerals Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,25000,Asia,01-07-2019,30-06-2029
649,25.3MW WHR Project of Zhejiang Leomax Group,"Shanghai Chuanji Investment Management Co., Ltd",Energy industries (renewable/non-renewable sources),,AM0024,Late to verify,China,52138,Asia,,
650,"Biomass Based Power Generation Plant at Village Channu, Punjab",Universal Biomass Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,74891,Asia,,
651,"Composting of Organic Content of Municipal Solid Waste in Lahore, Pakistan",Lahore Compost (Private) Limited,Waste handling and disposal,,AM0025,Registered,Pakistan,78344,Asia,01-01-2022,31-12-2028
652,Anhui Rice Husk Based Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,19413,Asia,,
